	chr1p	chr1q	chr10p	chr10q	chr11p	chr11q	chr12p	chr12q	chr13q	chr14q	chr15q	chr16p	chr16q	chr17p	chr17q	chr18p	chr18q	chr19p	chr19q	chr2p	chr2q	chr20p	chr20q	chr21p	chr21q	chr22q	chr3p	chr3q	chr4p	chr4q	chr5p	chr5q	chr6p	chr6q	chr7p	chr7q	chr8p	chr8q	chr9p	chr9q	chrXp	chrXq	chrYp	chrYq	class
M1	1.4762299393	0.2800743141	1.2721777923	-0.2739134779	-1.2921946916	0.0756493987	0.1492631129	2.6354469494	-2.3486838507	-0.2666851535	-1.0148284417	0.7830583506	-0.718005558	-0.9760274769	-0.1664403987	0.67950539	-0.9976506526	0.4714683371	-0.0386954848	0.8741322759	1.1352677357	0.9509070159	-0.3926047453	-1.7039792761	-0.3923698784	-0.0076705531	1.1553089063	0.1354174133	0.050375268	-0.5927235536	0.3787039294	-1.524388397	-2.5170981804	-2.6680179658	0.9922599857	-1.6364178311	-1.0774196001	-1.2401169062	-0.4268311472	-0.9148175367	4.1157836784	3.5344600389	-4.3421857413	-4.2120728459	male
M2	-0.0466335168	0.7034035498	-0.168488325	0.7429744513	-1.4598839885	0.0856934502	-0.775889345	0.8070823593	0.501321119	2.1510962414	0.4044265861	0.3844621175	-1.1846183721	-0.8990734355	-1.5054514232	-0.2778842331	0.8544858096	-1.0989655581	-0.4712692656	-0.5756046072	-0.0378389456	-0.6295285325	-0.9779656405	1.0145361223	0.4440271693	-0.4112546693	0.0392373982	-0.8789915249	-0.0631445683	0.1085126898	0.2677879329	-0.2588351096	0.6114679765	0.6237141867	-0.5542649613	0.1512045462	0.1369947592	0.1260302692	0.7838809468	0.0191559148	-0.537143433	-0.4038581026	0.707692376	-0.2103625636	male
M3	0.3586189482	-0.4575255334	-0.1064730126	1.4464275144	-0.6592485294	-0.4474365821	0.6707980557	1.1929240019	0.7367802501	1.2988090743	-0.9055493584	-0.0213675029	-1.2353977662	-0.1081775022	-0.9676986552	-1.3606799128	0.781707251	-0.1992141346	0.0643515451	0.760151884	-1.5270743539	-0.2534100727	0.5447502705	0.1115134674	-0.3334702014	-0.0593075886	0.2761307445	0.4688676376	-0.2478628545	0.0143471496	-0.551704414	0.993893585	0.2246355905	0.5183670327	-1.2251473343	-0.5419061738	-0.5042607816	0.4684935109	-0.0728581071	0.0454034407	-0.4103001409	-0.3318470889	-0.0067506303	-0.425361955	male
M4	0.0444150605	0.1677551778	0.7284661636	0.5241043223	0.4655679946	-0.2681509156	-1.086256779	-0.2618917252	0.2907608827	-0.2695399088	0.3364508102	-0.3168219894	0.6618632451	0.7378237889	-0.1516842102	0.4885531939	-0.2897950584	0.9688422951	0.3986125072	0.0957472685	0.4248173946	-0.7949040658	0.8087980513	-0.1835985221	0.4148091013	0.3926279622	0.1666222635	-0.0820909594	-0.3179910432	-0.689092795	-0.4113908799	0.6610993238	0.9133112061	-0.0136969392	-0.3031494755	-0.4294134566	-0.3455091553	-0.0816842836	-0.2645373863	-0.155173262	0.0434807607	-0.2548477068	-0.3916363783	0.1318508404	male
M5	0.5948167697	2.1820334918	-0.0985892146	2.424070382	-0.0063790029	-0.2830280918	1.8993892142	-0.3022452757	-0.2740893774	-0.5989406872	-0.8590145978	1.184031776	-0.9203784037	2.7490440294	-0.546809712	-0.4093496798	-1.0708762496	0.0930429112	-0.5593695933	-1.4475454005	-1.9772788621	-1.430330563	-0.4096093363	1.0156106607	-0.0049167911	-0.3697052352	-0.0920120287	-1.6109660882	-0.5070632368	-1.0748100456	-0.5026871873	1.9680573762	0.2922005787	-0.1508934085	-0.3233024507	0.5630355941	-0.3324608984	-0.0324878719	1.1926461238	-0.2125128589	0.4041637689	0.9539527618	-0.7085809515	-0.7686934456	male
M6	-0.4775821255	-1.3426549534	-0.9713689045	0.201744956	1.9080304435	0.9063156743	0.2763509025	-0.5135715845	3.5673530316	-2.5788836843	2.5673883125	-0.7965732609	-2.4427613651	-2.0788366172	-0.9603628467	1.0365329183	-2.6582819509	-2.0798753763	2.4687297495	-0.9930288837	-0.7970145317	-0.9410830805	1.4822484373	0.1737541284	-2.917469769	-1.2021853941	-3.668563251	1.5770905431	-0.5054974073	-1.1966286561	0.7661585483	-0.4560158649	0.0086928615	-3.0253139983	-0.0161726027	1.8331528133	-2.3192548982	4.8473215463	-1.1693612976	-0.7196277867	1.6807981799	2.1103072558	-1.8710547775	-1.307784934	male
M7	-0.1656388292	-1.7083607732	-1.4060508693	-0.9518733569	2.9999182112	0.7850168286	0.3693277168	0.3965871933	1.1007654134	-1.4983196033	1.0383419493	-0.1512083088	-0.7905945266	-0.8597009249	-0.5693698561	0.0554962658	-1.6904699702	0.2398885755	0.1493785768	-1.0105286054	-1.1160311473	-0.9237431273	0.503676937	-0.0787854664	-2.3562605141	-1.066147146	-2.5081019952	1.299851796	0.0684844894	-0.7957340168	0.0373587305	0.0546291722	1.1261217153	-0.2057266551	-1.423131446	1.3362033086	-1.7545682294	2.395701816	-0.9874186056	-0.1358996494	0.8717683935	1.6364263329	-0.1337532214	-0.1442866245	male
M8	-0.6067502396	0.047204793	1.0726944686	3.2843411132	1.261444704	2.108437032	0.5001325984	-0.4194029273	0.2201498436	-0.6638980438	0.3300320885	0.3717252666	0.5595456983	0.8705741672	0.8427870731	-0.2900174375	-1.1873341779	-0.8633730655	-0.2087085555	-0.7425498013	-1.8892977812	1.4737880799	0.2237777854	-0.1899934943	1.4322833619	-0.3021064847	0.8475508035	-1.154162054	0.9094409106	-0.2615021525	0.8021417219	-1.0226332701	0.2225615736	0.8181087784	-1.8543687071	-3.240503133	0.3842005792	0.8683317992	1.0544361637	0.983622438	-0.5124041095	-0.7833740818	0.9816235567	0.3630602668	male
M9	1.1087682436	1.2327256368	-0.0012727367	-0.5227764275	-0.3810839071	0.3673820969	0.154589314	0.9875541903	-0.2883366616	0.469130099	-0.3213924877	-0.3347112715	0.7275154658	-0.5347134625	-0.6357498211	-0.7589519712	-0.3364218999	0.5126097172	0.7898132971	-0.3987623105	-0.8244130573	-0.5321803916	0.4647136506	0.8489557922	-0.4930993948	-0.4949833893	-0.9736203802	-0.5101571783	0.4928368814	1.331344984	-0.8785145174	-0.9798440075	-0.0335553169	0.2612646957	0.1103244585	0.238760377	0.3853328131	-0.7714512804	-0.0944226402	0.3506256968	0.5367153693	-0.3076785353	-0.2500602125	0.1678993678	male
M10	1.3019732178	0.0132763769	0.2068679587	1.4416955197	0.1274503453	1.2717295587	-1.3837866883	0.0309311192	-0.0502319025	-0.7595413317	-0.4903483336	-0.0483370266	-0.0681531574	0.2242968641	-0.913056051	1.2531284578	-1.455079686	0.2403171739	0.5050933736	0.4862865317	-0.4811853289	0.3478580592	0.7578946862	1.8112090292	2.0726977884	0.9457433832	-0.0568707977	-0.9989287439	-0.3323670348	0.2805522096	0.8017793956	-0.6835421675	1.0036356705	-0.0139348269	0.0934949093	-0.6577457836	-0.089893137	-0.4786538406	0.2126413878	0.9147243962	-0.0995944105	-0.6316432167	-0.8662526171	-0.1400855302	male
V1	-3.7444508768	-8.1525779897	-4.4471112092	-6.4026716087	-3.7218818198	4.2801724428	2.2514818091	3.7092079521	-2.8144654756	-4.5892931551	1.3696582355	-8.5118158237	-9.6097259134	-0.6808136024	3.5292953164	-1.2486129387	-2.910775737	-2.6839782867	1.9309453522	-5.1235512722	-7.0903020011	3.346362239	1.9819433241	0.4781029524	16.5736973503	-1.2530573623	5.6539406145	-4.4671699894	-0.4106686265	0.5034096267	-0.1063321921	-2.3707743762	-3.7727951184	-3.868971005	-0.4978145117	4.1015180778	-8.3789957477	14.0724018194	4.4596594122	1.4035421963	2.5419476937	4.9298191755	1.5052027197	0.8482052519	VcaP
V2	-4.1944085884	-7.1723196146	-6.9097879514	-6.2267457453	-3.2050430976	6.0312572968	2.7203028032	4.8255667883	3.888351012	-5.0140663203	0.8525106422	-8.9657787344	-8.4320839507	-2.5738189131	1.1073260623	-2.2907955099	-6.6004056338	-3.639518991	0.633736661	-4.0510877972	-4.9421620951	2.6915817521	1.0912093167	2.4963322417	12.3455708631	-1.7269761587	2.9717101671	-6.2585610457	-3.0950283146	2.3400353595	-1.5626517057	-2.4466740101	-3.7619503934	-4.7704465889	-2.5964848223	5.5204683222	-6.0680008896	14.7280847537	1.9735931427	2.0384465209	3.8023719298	3.8914918565	0.7972041364	1.4579367273	VcaP
V3	-3.6432263878	-5.8594527992	-5.6799137388	-6.3223712322	-2.9591329029	5.6232936593	4.338193442	5.7508825433	-2.7280568889	-2.7963246797	1.6682321215	-8.5902435415	-8.4385877051	-1.585209554	2.1657446239	-2.5882674666	-5.6085200375	-3.1175349687	1.8325854076	-5.8765473535	-6.4280124452	4.0126814851	2.6337127703	-0.2842049609	16.1262134602	-2.835143979	5.3865103547	-4.2009094823	-2.5335771472	0.3804808804	0.0529395411	-4.9201345413	-3.3958929564	-3.4966948027	-0.3643587296	7.0940217947	-6.5634500781	12.9929606668	4.0887579964	2.6310625823	2.2168608857	3.198186885	0.5642335831	0.5962209752	VcaP
V4	-4.5268553195	-6.9458292013	-0.9585014856	-4.3816561983	-2.284020905	4.8977363681	3.5898744975	4.991832486	-3.4987436973	-5.5641241591	1.7307579657	-7.9810330681	-7.0608993279	1.0208911672	4.2186037935	-1.4877016272	-3.8431541526	0.4202097075	6.8407747451	-11.3741274797	-6.0115264947	5.4214528432	3.7437257431	-0.3491103803	13.0501600409	-1.3770964892	6.0173995824	-0.864044	-2.2910824202	-1.6177977321	-3.8034278289	-4.0128422269	-3.2696822264	-3.1466766637	1.3610815107	6.9023397228	-8.1599174244	12.2050500406	2.4323979211	3.7141354374	1.9901535067	3.6956094766	-2.5143275097	-2.9877915635	VcaP
V5	-2.0183241452	-5.13147534	-4.8840377021	-7.5247662983	0.724146855	7.0619928909	2.2419001025	7.9948595984	0.6277281895	-3.5456455566	1.8777400194	-8.7034554415	-9.6036753195	-2.9599048726	1.7845460075	-2.6290028371	-3.4329930396	-1.9443411405	0.9080412495	-10.7383185211	-10.8373818504	3.5350183314	2.4915204433	-0.0823197556	14.2304180183	-1.1704986353	5.1623589752	-8.2860898141	-0.4905333213	0.5792746211	0.3957656481	-3.7753186116	-4.3280929016	-3.0511494031	-0.676343422	5.9522557795	-6.5680306275	12.2249799759	5.4820155045	2.5394204268	2.3550247334	4.5003693464	1.2016909254	0.6644013806	VcaP
V6	-7.868291816	-9.0801682163	0.9373319193	-4.6634908512	4.2622197297	11.2961745528	0.3578023713	0.5460890071	4.9389309419	-9.7636612166	6.4276961908	-6.6484671714	-6.9971607423	-2.6615601892	0.3053672152	1.70924239	-9.6938005572	-4.9241456689	5.0553399166	-6.89349517	-4.4650305349	-1.1189951651	5.8543545655	-0.1880026279	7.7824794231	-2.6220981518	-3.5321286552	-3.6068510214	-0.7014406167	-1.9336634142	3.6130090748	1.5788791691	-5.9131929674	-7.6386936366	1.0355524964	6.8016390342	-8.9966283369	11.4100486661	0.0651605103	2.2879619566	4.6906942584	7.1456259981	-2.5083528417	-2.0113472619	VcaP
V7	-2.9348120987	-4.0482257829	-3.4448009778	-7.5523521667	-3.4070718517	4.4313592446	4.1650888088	5.7147297096	-1.0791982603	-4.7448436074	5.2029583552	-9.4792341421	-10.8985864885	0.3781215061	2.9287521531	-4.3439280536	-6.3249156737	-3.5624177689	0.7066865152	-3.3843041858	-4.1629083949	2.7989940896	1.292773059	1.3338199813	16.9924911221	-1.7312997471	6.366895798	-4.4878692948	-1.1700220376	0.2221224018	0.5997948587	-4.2893837164	-1.8874652583	-3.2677421497	0.2335646807	2.2527892253	-10.0405902481	8.9136036405	6.9823172346	2.2534402444	0.8337442108	4.1659711599	2.3570695625	0.1893586342	VcaP
V8	-4.9362561242	-5.9525660596	-6.3418233681	-6.3231029926	-3.9569580337	5.3439750015	3.762367318	5.3886069326	-2.0400843521	-4.0098377796	2.3700512409	-7.1905361314	-9.2797682074	-0.4617493464	1.2059552834	-2.5273268207	-5.9781010992	-3.1592721801	2.1663995932	-6.2391123086	-6.6836085003	5.7172489835	1.2758664025	0.8919949123	15.5689043042	-0.8569308505	4.6422626276	-6.4670362027	-3.0180458734	1.1102296712	-4.3158148948	-5.9906058346	-1.9317440801	-2.1885779932	1.3538203879	4.8051409655	-6.0421594412	14.9418116047	7.2190796849	2.0920894104	1.7708196229	4.1288754899	1.9874196723	0.4217435677	VcaP
V9	-3.8665357354	-5.4476370442	-3.4057461136	-6.415913983	-3.3717548661	3.9419870744	2.9957721012	4.80544813	-2.3498867084	-4.0850628711	2.0087931937	-8.2647127925	-9.9600975476	-0.5336016055	3.5540562071	-2.410517489	-4.502794278	-3.7331937748	2.8371854223	-4.3194189513	-5.2982740573	5.0528219269	1.7358250638	0.7024809713	17.1913395718	-0.8677458268	5.1416117694	-4.7055714511	-1.589056233	0.3344517645	0.4800159726	-3.5974977842	-2.6770379514	-4.0816421996	0.3857973818	5.7579204106	-7.5157302543	12.0905498647	3.7443693015	1.5777159	1.8482580158	3.1568142468	1.8123723175	-0.2322831811	VcaP
V10	0.4864962022	-13.0797492819	32.05490816	-14.6349128246	-0.9505082293	8.2500739917	19.376481548	12.1751067856	17.7925790949	-17.0181561383	31.2784408831	-3.7952991332	-0.1758178229	-0.9737660619	2.4303490006	2.0643903892	-16.8147447097	-2.7119725617	6.9844508538	19.7066707855	-8.3102034785	11.4171762954	21.4466120027	0.4171499291	-4.6428830842	6.5620878651	-16.0541206601	4.9641905667	-13.803376389	-14.4621303457	-10.8143872187	-20.1121654959	-5.2445814391	-12.0166048434	-0.5489686285	-0.9182035025	-7.2522099709	3.0117534377	-4.140327014	10.4588958915	1.9392572997	12.7481898735	0.3038829791	-5.2876167496	VcaP
V11	-2.0822582807	-2.6950728556	-3.6935598359	-6.3682172962	-3.5099567073	4.1587081454	3.2009545333	3.913421508	-2.4433856204	-4.6260482712	0.9548710376	-9.5707325343	-9.6841633223	-0.3980083932	3.5243758309	-2.798484114	-7.100968981	-3.5239189612	2.7623112449	-3.8728478141	-4.2039768123	4.1966979213	1.996823895	0.8248709151	17.1189671211	-1.6377196909	5.9378197697	-3.6780482448	-2.1405651396	0.0188831074	-0.8745791234	-6.9494505943	-4.7673499728	-3.4430298938	0.7314703882	4.8298593531	-7.1043201741	13.0346140958	4.2910254387	1.4588827397	2.1753455058	3.6585802935	2.1415243461	0.2461649117	VcaP
V12	-1.3432513929	-4.153977802	-3.4413871773	-2.7915280206	-0.6876682002	6.0977553611	1.5955128239	2.6283987045	0.7310612416	-4.8634542726	0.6385310246	-6.2027329687	-6.9777728072	0.2560658204	5.9837918032	-1.6178416274	-2.9592747938	-3.3497895642	4.2564696401	-2.1998401101	-3.6120590198	6.2277329354	5.752606341	-2.1799147885	21.8451504754	-1.600169518	6.508007464	-4.7885153321	-2.38884365	0.071912764	-5.7605175516	-4.3394182079	-5.6442728709	-10.9921724991	1.0838880559	5.4489218013	-9.8057604875	11.550638468	5.5323701742	0.2108148412	-2.0888366516	2.7739120682	2.0067491844	2.4774276986	VcaP
V13	-1.5905587996	-2.9762378984	-4.6283299848	-5.9792234453	-2.037934577	7.3066108137	2.694324538	3.5649163165	-0.828849261	-4.4307160536	-0.4120969479	-7.571972654	-8.5562743763	-0.843073166	2.8057930276	-2.3677755808	-3.2573960692	-3.1580924747	2.0235106691	-4.0638157246	-4.2313132567	2.9567487607	2.4986334316	-0.9710041009	13.5914767645	-2.5413310489	3.8941306252	-4.5078274081	-1.5003660068	1.7519012626	0.5211875268	-3.8321863512	-5.2113087932	-2.9001786468	-1.623815947	6.0660641987	-7.4874237193	10.9767249303	2.7839375778	0.0132249353	1.8331206658	2.6821066701	-1.7470060134	-1.112420618	VcaP
V14	-6.1150071494	-7.4045020189	-1.8186310892	-6.624012034	-3.7522932538	4.3922114555	2.0706590236	2.1232097941	-3.4577492365	-5.6922465842	1.0786579099	-6.8217448663	-8.3029179323	-2.7701572751	1.4763748234	-3.6430447829	-4.9304295752	-3.7328640621	1.1188202631	-7.4732686196	-8.1252871181	-0.3152477172	4.8353374956	0.2619389233	11.0257146831	-1.4544014288	2.8000176939	-5.1108605783	1.0066330509	0.2802282524	4.2130003516	0.6393840961	-2.7805634909	-2.0009601658	1.0723282174	10.6764892813	-7.7357201252	16.529274643	2.8498118041	-1.2677377388	3.9132724362	4.0074165342	-0.6663551799	-0.4208465195	VcaP
V15	-4.3390122203	-5.8729058819	-3.7257598687	-7.1196170196	-4.2883224838	5.1071505355	1.9152506435	4.4413638325	-1.0125000532	-3.2871727792	0.5831704202	-6.9836834705	-8.8213674028	-1.4072133149	3.3260813021	-1.7095386906	-3.7976146631	-3.0065812396	3.7962331056	-3.3942743329	-1.8431900528	1.2571067363	1.6578329446	-0.2836433723	16.8543622867	-1.939895311	2.015392138	-5.1245454641	-2.3122299504	0.19281827	-1.1158886902	-5.4459702843	-4.9046437858	-5.3951989659	0.174523786	5.0909460113	-5.877568364	13.0109575894	3.0538644819	0.5658441709	2.5532890769	5.236378477	1.0783200478	0.6014358496	VcaP
V16	-3.9193571563	-5.5977570388	-4.3609170431	-6.4280780363	-2.8757244918	4.5965943329	3.0855540022	5.0544224325	-2.4357376047	-4.1466918239	2.2125160686	-8.4614078828	-9.8205807069	-1.3071483957	2.541885807	-2.9684066745	-3.4792160216	-1.8232307238	2.8612965	-6.1700630138	-5.7355734126	4.1309630066	2.7072649652	0.5972987918	18.6373063734	-1.101002796	5.9680564786	-5.0923418498	-1.9583533471	0.7735366327	-0.1549017287	-4.776615433	-3.8927333547	-4.0787755715	-0.1088014997	5.870677538	-6.988613682	13.3379319845	3.4798314454	1.8211495726	1.9154928243	3.1486734109	0.7881208483	0.6315333424	VcaP
V17	-3.4106528194	-5.7917100362	-3.2394763439	-6.8352605217	-3.318847843	5.3538387027	4.0723908524	6.8268214973	-2.3872938642	-4.7593922264	2.517622851	-8.5031354821	-9.7197648579	-0.9996287864	3.3621459833	-1.2181272769	-4.2552890599	-3.1381680075	2.6148058852	-5.3184308839	-6.7775170396	2.683907834	2.2393254639	-0.0853148385	17.82394055	-0.8242683181	5.4287292433	-5.0825212861	-2.0066682753	1.5401613565	-0.5710539392	-5.7890123386	-4.3580825064	-3.9141280942	0.6524913715	6.2468262569	-7.2021396817	12.6040327827	3.6543177296	2.2797014986	1.5381792182	3.0759751397	1.2441543765	0.4696223724	VcaP
V18	-3.2138637515	-5.5289565179	-4.0668007352	-6.7766357751	-3.7831361591	5.3258005255	2.6555021751	5.7249317508	-3.0199565189	-3.7641713547	2.096476343	-9.1033560531	-9.5663314417	-0.1642098231	3.7075781696	-2.7199751937	-2.9063023647	-2.7019732301	2.3190486784	-6.0633476485	-6.0045422864	4.4815312828	1.7047178829	0.6533695866	19.2910461504	-0.8212044365	6.3631429883	-5.4727893452	-0.5534466704	-0.0252133524	-1.514096372	-4.5614578415	-3.1170417886	-4.0773316172	0.2387182991	6.4513149026	-6.6203525476	12.2776825134	4.3372440738	1.7638074142	1.588984076	2.9992509622	0.8628491784	0.2915741668	VcaP
V19	-3.6676171812	-5.2041164367	-4.8759948411	-6.9161548426	-3.1005277531	5.7400576516	2.3993361847	5.8853782701	-2.2958053997	-3.3447724728	2.1412463782	-8.1771504112	-9.4295841069	-1.5771171706	3.4591544549	-2.9216570609	-4.8047988174	-2.3031732172	2.4776317169	-5.7706587759	-5.3542104403	3.9281928646	2.9037055534	0.0508997945	18.6531500109	-1.3093090399	5.8275517476	-4.9428794977	-1.5740442567	1.207705954	-1.0924003745	-5.1067242145	-5.0484438701	-4.2036541387	0.666803724	6.3819795754	-7.3245687571	12.9783701296	2.3107269231	2.0393382373	1.3742030203	3.0092311029	0.3880346046	-0.0405186616	VcaP
V20	-4.2028908582	-5.8039358457	-2.0951918671	-7.1518403903	-3.8575983544	5.340504522	2.945848057	6.7668766999	-2.5232029914	-4.7675233096	2.4147252692	-8.7408368512	-9.5515619941	-0.7404143708	2.9456025704	-2.9468803491	-3.036633903	-2.2584881151	1.9094168211	-4.8990466798	-5.745217976	3.9931257127	2.0384464815	0.5954195233	18.5484072823	-1.3013260103	5.4764523862	-5.3058380441	-2.1851340182	1.3433237982	-1.2970043891	-5.0157302619	-4.6519294242	-3.3958188183	0.4375304142	6.654998466	-7.0016182418	12.655950672	2.7687095864	1.5614728646	1.3143883221	3.0225111106	0.3658281893	1.1949104369	VcaP
V21	-4.9706852749	-5.7836848772	-4.0422227219	-6.9573697097	-3.204895144	5.5127831622	3.6168183987	4.9069471072	-2.0896220732	-4.1855337648	1.7144753132	-8.6499963086	-8.827853609	-0.5530672594	2.7832180737	-1.6374978683	-3.6487656093	-2.6755796586	2.2831946285	-5.5873416278	-5.5860627201	4.0065356038	2.2497028433	0.2157635057	17.9751922064	-1.2399174564	5.6265179092	-4.8586851466	-0.6008503828	1.2366786782	-0.4529098963	-5.0268431866	-3.366390605	-3.8921814252	0.1850294529	5.7868057051	-6.7482670151	12.6922984974	3.90452847	1.1997670051	1.5149584123	2.9757281072	1.2255106322	0.7240637487	VcaP
V22	-4.1510075627	-5.2259472214	-4.2345794757	-6.5693104168	-3.135140057	6.231712685	3.0978163501	5.7551913525	-2.554034333	-3.5907688565	1.9564007427	-8.1364404795	-9.4702542045	0.0983614924	3.1903639884	-1.8962868172	-4.2971767392	-1.7239857101	2.5682862945	-5.8237453942	-6.0123846949	2.9651068714	2.4889785579	-0.083906808	17.7271187706	-1.1655422012	5.7581441651	-5.5972848676	-1.6993219036	1.652982844	0.6965922298	-5.1826342384	-4.5374187157	-4.2782257791	-0.0914259606	6.2991843138	-7.0843661624	11.9439802067	4.9247589119	1.1594120827	1.4191690345	3.1375139857	0.0666347753	0.8030306739	VcaP
V23	-3.7422759215	-5.527205628	-3.5697548027	-6.5414561245	-2.7904840085	4.9727409187	2.7288161163	4.9022426227	-2.772527223	-3.8693198191	1.9312484184	-8.6522262159	-9.2781889063	-1.433740477	3.0151241299	-2.8085900033	-4.1881488785	-2.0656231085	2.3463408971	-5.4280305836	-5.4820785711	4.1823939667	1.7414945186	-0.3615461564	17.4792543876	-1.7275438469	5.188020415	-5.900584692	-1.6216107219	1.7481648031	0.0948821066	-5.0356508451	-4.0605898028	-3.8366918613	-0.5403476042	6.0301897395	-6.8915032441	13.3155352938	3.9991586216	1.7427446795	1.4317906857	3.3527488495	0.5466288397	0.8870928737	VcaP
V24	-3.230325311	-5.6423439293	-4.2650011136	-6.2729367015	-3.5775224928	5.7913512612	3.1565090811	6.1539834254	-2.526217355	-4.8236436523	0.9877974916	-8.3368479033	-9.445283186	-0.424183463	3.0067084587	-1.9978531118	-3.5176037643	-2.5777735976	2.74302873	-5.4589840615	-6.3630451998	3.322647746	2.4438917179	0.2496729052	18.497156174	-1.0834544859	5.2252833954	-5.4424470372	-1.4149736138	1.52396132	-0.5824503995	-4.9478909196	-3.3763614605	-3.9966356538	-0.2283355015	6.3791520403	-6.666886547	12.5834422037	2.993176826	1.0815750434	1.7289211694	3.106323027	1.5415174661	0.8507211503	VcaP
V25	-3.897874004	-5.4486892594	-3.3078730665	-6.8678027923	-3.1583570234	5.5164187685	3.4796492707	5.0958153333	-1.9805115245	-3.8370504774	1.5269539666	-8.778250831	-9.3210923731	-1.5353316619	2.8486155685	-2.0961591004	-3.6834795325	-2.4561716105	2.5051497303	-5.5209241616	-5.2236809179	3.6794231961	2.8214526859	-0.4988230119	17.9177410026	-1.2905541622	5.5457738858	-4.7743785126	-1.2801064088	1.0005338109	-0.4078210388	-5.4909022782	-4.6390128475	-4.0541308823	-0.4574085232	5.8645262521	-6.8101720999	12.9614456156	4.1449130424	1.4757478096	1.4671760777	3.0705373715	0.5085408731	1.1044116155	VcaP
V26	-3.907449574	-4.7523792622	-3.6791355348	-7.1258262908	-3.4254224748	5.5891798202	2.801919352	5.0560758528	-3.819372606	-3.823150344	1.6087358876	-8.7732152852	-9.5834141341	-1.0927957901	3.4100145985	-1.8205245494	-3.7249583934	-2.4891274009	2.4463349372	-5.463414871	-5.4823874441	3.7020938302	3.3912850732	-0.6885402088	16.4145634642	-1.2539651921	5.8739509897	-5.8585624088	-0.7990214569	1.6112539118	-0.5605551483	-4.9014369266	-3.8420700346	-4.3492419589	-0.6072831969	6.5821843209	-6.4679104845	13.4194769194	3.6604054757	1.1027508738	1.824753464	3.1993904045	1.2663377385	0.3374660358	VcaP
V27	-3.8748588302	-5.2994837515	-4.1757426836	-6.8823352858	-3.6444491081	5.6262351689	3.1546545167	6.0705231075	-2.7951428797	-2.7552758879	1.9664571917	-8.3936254653	-8.1867543082	-0.7301813135	3.4311456598	-2.3664759902	-3.9206538093	-3.0559669441	3.582623664	-5.9206179556	-5.8710093973	4.1581037417	2.3900092921	-0.2252285575	17.2952308703	-1.4940001644	4.85081816	-5.0286095491	-0.6741706501	1.1575593294	0.5273139248	-4.9337221326	-4.4220933811	-4.0673539414	-0.4275181621	5.6941314839	-6.5088345266	12.440277003	3.143630472	1.7487075274	1.1024226966	3.0868256761	-0.1120206153	0.4091540391	VcaP
V28	-3.9841001228	-5.5564522902	-4.4908339562	-7.3197844761	-3.1111999223	5.2749633187	3.1603722642	5.3075976613	-2.2411891763	-4.3033070127	1.6286885825	-8.5257474625	-8.7554127535	-1.5028037126	3.9689628578	-2.5833745799	-3.1997138	-3.0225327569	2.3121670742	-5.8518013418	-6.1424779247	3.2075833413	2.045866716	0.6167440213	17.2790567518	-1.171047773	5.7694903248	-4.7420970102	-0.7669791345	1.7236171988	0.2586704274	-5.9818691957	-3.5173217507	-3.6765740049	-0.4577042881	5.9745037128	-6.923829984	12.9964298834	4.2278445909	1.8396403333	0.6703953539	3.0655988593	1.9197165599	0.7985944883	VcaP
V29	-3.9575879885	-5.7104377368	-3.7390387841	-6.4814056729	-3.0296978872	6.0203827075	3.145957843	4.8774533173	-2.157701832	-4.0648330862	1.9169475952	-8.8550844972	-9.706629957	-1.2122143011	2.6865663985	-2.4311680747	-3.9644776041	-2.656209684	2.1087896843	-5.8513932774	-5.818206644	3.2344498266	2.113648061	0.21567093	17.8051864395	-1.5338982477	5.1471593913	-5.0684288003	-0.5878376051	1.46656527	-0.3369107337	-5.3477073561	-3.9695518181	-3.5779066223	-0.501931281	5.7639266904	-7.0578606031	12.7688196615	4.7869349918	1.6768117642	1.0069273133	3.3068730796	1.3902746613	1.2336771751	VcaP
V30	-3.9452029059	-5.684751029	-3.5348250075	-7.115590727	-2.8803457135	5.5658964932	3.0952056339	5.3637284617	-2.0486072718	-3.0501808456	1.3994515929	-8.3374965405	-9.1927269238	-1.7159939192	3.3275662787	-2.6112077629	-3.9333628357	-2.5373833306	2.1540971745	-5.3445967709	-6.1253777995	4.0651596217	1.7135840969	0.01935025	16.7442064223	-1.1296458119	5.7576680204	-5.8150030725	-1.116585013	1.5901091851	-0.2156018228	-5.1950416904	-3.7795111126	-3.7168360149	-0.8274363567	5.6928418439	-6.4877657944	12.5642507415	3.9982226971	1.2085341001	1.1673442074	3.4782613168	1.4489878185	1.5162160166	VcaP
V31	-3.94325977	-5.4751204317	-3.411120273	-6.9330005248	-3.2218196768	5.9167652275	3.3528047128	5.0909864328	-1.9792850286	-3.8756767128	1.6909520348	-8.5443402005	-9.4136547734	-1.6688067598	3.1804512151	-2.495351589	-3.9281522997	-2.0247798378	1.8717699766	-5.1226911316	-5.4085803857	3.5096357317	1.898656839	0.285029051	17.6189544834	-1.0669333231	5.530468074	-5.0924645883	-1.4067677032	1.6837804412	-0.3255282675	-5.5859662468	-3.7320490516	-3.8589188159	-0.8354305532	5.8160271306	-7.1279998728	12.4309749738	3.8611842191	1.4168486516	1.3466376366	3.2613632859	1.1889034009	0.7555553404	VcaP
